GO terms,Common Intersections
GO:0051128,"['AMBRA1', 'ABL1', 'SQSTM1', 'LYN', 'BECN1', 'ATG2A', 'SRC', 'MARK2', 'ABI2', 'UBQLN2', 'S100A9', 'CHMP3', 'CLEC16A', 'OGT', 'EPM2A', 'PIP4K2B', 'STAM', 'ATG3', 'HMGB1', 'TP53', 'PSEN1', 'ULK2', 'MCOLN1', 'INHBA', 'BNIP3', 'BCL2', 'CALCOCO2', 'MAPK3', 'PRKN', 'VCP', 'MTOR', 'ARSB', 'PEX5']"
HPA:0351181,"['TOLLIP', 'ABL1', 'SQSTM1', 'BECN1', 'UBXN6', 'ABI2', 'UBQLN2', 'PIK3C3', 'LGALS8', 'TRAPPC4', 'CHMP3', 'CLEC16A', 'CISD2', 'OGT', 'STAM', 'ATG3', 'FOXO1', 'PHB2', 'HMGB1', 'PSEN1', 'ULK2', 'BNIP3', 'SNF8', 'STX17', 'CALCOCO2', 'MAPK3', 'PRKN', 'OPTN', 'VCP', 'VPS36', 'MTOR', 'ARSB', 'UBA5', 'ATG16L1', 'PEX5']"
HPA:0160051,"['TOLLIP', 'AMBRA1', 'ABL1', 'SQSTM1', 'BECN1', 'UBXN6', 'MARK2', 'ABI2', 'UBQLN2', 'PIK3C3', 'LGALS8', 'TRAPPC4', 'NPC1', 'CHMP3', 'CLEC16A', 'CISD2', 'OGT', 'STAM', 'ATG3', 'PHB2', 'HMGB1', 'PSEN1', 'AP4M1', 'ULK2', 'BNIP3', 'BCL2', 'SNF8', 'STX17', 'CALCOCO2', 'MAPK3', 'PRKN', 'OPTN', 'VCP', 'VPS36', 'RB1CC1', 'MTOR', 'ARSB', 'UBA5', 'ATG16L1', 'PEX5']"
GO:0009611,"['LYN', 'SRC', 'BNIP3', 'MTOR', 'BCL2', 'CHMP3']"
GO:0043231,"['ATG9A', 'TOLLIP', 'AMBRA1', 'ABL1', 'SQSTM1', 'LYN', 'BECN1', 'ATG4B', 'ATG2A', 'SRC', 'UBXN6', 'MARK2', 'ABI2', 'VPS25', 'UBQLN2', 'NOD1', 'PIK3C3', 'LGALS8', 'S100A9', 'TRAPPC4', 'NPC1', 'CHMP3', 'CLEC16A', 'CISD2', 'OGT', 'EPM2A', 'PIP4K2B', 'STAM', 'FOXO1', 'STING1', 'PHB2', 'HMGB1', 'TP53', 'PSEN1', 'AP4M1', 'MAP1LC3C', 'ULK2', 'MCOLN1', 'BNIP3', 'BCL2', 'SNF8', 'STX17', 'CALCOCO2', 'MAPK3', 'PRKN', 'OPTN', 'VCP', 'VPS36', 'RB1CC1', 'MTOR', 'ARSB', 'UBA5', 'ATG16L1', 'PEX5']"
GO:0031396,"['PRKN', 'ABL1', 'SQSTM1', 'OGT', 'EPM2A']"
GO:0002833,"['STING1', 'HMGB1', 'SQSTM1', 'PHB2', 'LYN', 'BECN1', 'SRC', 'NOD1', 'S100A9']"
GO:0070647,"['TOLLIP', 'PRKN', 'UBA5', 'ABL1', 'AMBRA1', 'SQSTM1', 'VCP', 'OGT', 'EPM2A', 'BCL2', 'ATG3']"
GO:0072657,"['PRKN', 'OPTN', 'SQSTM1', 'AP4M1', 'NPC1', 'OGT', 'EPM2A', 'PEX5', 'ATG3']"
HPA:0130051,"['TOLLIP', 'AMBRA1', 'ABL1', 'SQSTM1', 'LYN', 'BECN1', 'ATG4B', 'UBXN6', 'MARK2', 'ABI2', 'UBQLN2', 'PIK3C3', 'LGALS8', 'TRAPPC4', 'NPC1', 'CHMP3', 'CLEC16A', 'CISD2', 'OGT', 'STAM', 'ATG3', 'FOXO1', 'STING1', 'PSEN1', 'AP4M1', 'ULK2', 'BNIP3', 'SNF8', 'STX17', 'CALCOCO2', 'MAPK3', 'PRKN', 'OPTN', 'VCP', 'VPS36', 'RB1CC1', 'MTOR', 'ARSB', 'UBA5', 'ATG16L1', 'PEX5']"
GO:0018209,"['EPM2A', 'MARK2', 'BCL2', 'MTOR']"
REAC:R-HSA-168898,"['MAPK3', 'HMGB1', 'TP53', 'NOD1', 'PIK3C3', 'S100A9']"
GO:0008289,"['HMGB1', 'PHB2', 'ATG2A', 'LYN', 'VCP', 'VPS36', 'OGT', 'MARK2', 'MAP1LC3C', 'MCOLN1', 'SNF8', 'S100A9', 'STAM', 'NPC1', 'CHMP3']"
GO:2001234,"['PRKN', 'PSEN1', 'RB1CC1', 'SRC', 'BCL2']"
GO:0043068,"['FOXO1', 'ABL1', 'HMGB1', 'SQSTM1', 'TP53', 'LYN', 'BECN1', 'PSEN1', 'SRC', 'INHBA', 'BNIP3', 'NOD1', 'BCL2', 'S100A9']"
GO:0009967,"['AMBRA1', 'ABL1', 'LYN', 'BECN1', 'SRC', 'NOD1', 'S100A9', 'CLEC16A', 'OGT', 'STING1', 'HMGB1', 'PHB2', 'TP53', 'INHBA', 'PRKN', 'MAPK3', 'VCP', 'RB1CC1', 'MTOR']"
GO:0019901,"['PRKN', 'STING1', 'ABL1', 'SQSTM1', 'TP53', 'BECN1', 'SRC', 'RB1CC1', 'STX17']"
HPA:0050092,"['TOLLIP', 'ABL1', 'SQSTM1', 'BECN1', 'MARK2', 'UBQLN2', 'PIK3C3', 'CISD2', 'STAM', 'ATG3', 'PHB2', 'HMGB1', 'PSEN1', 'ULK2', 'BNIP3', 'BCL2', 'STX17', 'MAPK3', 'OPTN', 'VCP', 'VPS36', 'PEX5']"
HPA:0170051,"['TOLLIP', 'ABL1', 'SQSTM1', 'BECN1', 'UBXN6', 'MARK2', 'ABI2', 'UBQLN2', 'PIK3C3', 'LGALS8', 'TRAPPC4', 'NPC1', 'CHMP3', 'CLEC16A', 'CISD2', 'OGT', 'STAM', 'ATG3', 'FOXO1', 'STING1', 'PHB2', 'HMGB1', 'PSEN1', 'ULK2', 'BNIP3', 'BCL2', 'SNF8', 'STX17', 'CALCOCO2', 'MAPK3', 'PRKN', 'OPTN', 'VCP', 'VPS36', 'RB1CC1', 'MTOR', 'ARSB', 'UBA5', 'ATG16L1', 'PEX5']"
GO:0032496,"['MAPK3', 'ABL1', 'HMGB1', 'LYN', 'SRC', 'S100A9']"
HPA:0050091,"['TOLLIP', 'ABL1', 'SQSTM1', 'BECN1', 'UBXN6', 'MARK2', 'ABI2', 'UBQLN2', 'PIK3C3', 'LGALS8', 'TRAPPC4', 'NPC1', 'CHMP3', 'CISD2', 'OGT', 'STAM', 'ATG3', 'FOXO1', 'PHB2', 'HMGB1', 'PSEN1', 'ULK2', 'BNIP3', 'BCL2', 'SNF8', 'STX17', 'CALCOCO2', 'MAPK3', 'OPTN', 'VCP', 'VPS36', 'RB1CC1', 'MTOR', 'ARSB', 'UBA5', 'ATG16L1', 'PEX5']"
GO:0030424,"['ABL1', 'PSEN1', 'PHB2', 'SRC']"
GO:0032553,"['MAPK3', 'STING1', 'UBA5', 'ABL1', 'LYN', 'VCP', 'SRC', 'MARK2', 'ULK2', 'MTOR', 'PIP4K2B', 'NOD1', 'PIK3C3']"
HPA:0180000,"['TOLLIP', 'ABL1', 'SQSTM1', 'BECN1', 'UBXN6', 'SRC', 'MARK2', 'UBQLN2', 'PIK3C3', 'LGALS8', 'TRAPPC4', 'NPC1', 'CHMP3', 'CLEC16A', 'CISD2', 'OGT', 'STAM', 'ATG3', 'FOXO1', 'STING1', 'PHB2', 'HMGB1', 'PSEN1', 'ULK2', 'BNIP3', 'BCL2', 'SNF8', 'STX17', 'CALCOCO2', 'MAPK3', 'PRKN', 'OPTN', 'VCP', 'VPS36', 'RB1CC1', 'MTOR', 'ARSB', 'UBA5', 'ATG16L1', 'PEX5']"
GO:0006897,"['PRKN', 'MAPK3', 'ABL1', 'HMGB1', 'LYN', 'BECN1', 'ATG3', 'SRC', 'UBQLN2', 'PIK3C3', 'NPC1']"
GO:0032870,"['FOXO1', 'MAPK3', 'PHB2', 'LYN', 'SRC', 'OGT', 'INHBA', 'MTOR', 'UBA5', 'PIP4K2B', 'NPC1']"
GO:1903561,"['TOLLIP', 'SQSTM1', 'LYN', 'AP4M1', 'VCP', 'UBXN6', 'SRC', 'VPS36', 'VPS25', 'ARSB', 'SNF8', 'S100A9', 'NPC1', 'CHMP3']"
GO:0012505,"['ATG9A', 'TOLLIP', 'AMBRA1', 'ABL1', 'SQSTM1', 'LYN', 'BECN1', 'ATG2A', 'ATG4B', 'SRC', 'UBXN6', 'VPS25', 'PIK3C3', 'S100A9', 'TRAPPC4', 'NPC1', 'CHMP3', 'CLEC16A', 'CISD2', 'EPM2A', 'PIP4K2B', 'STAM', 'STING1', 'HMGB1', 'TP53', 'PSEN1', 'AP4M1', 'MAP1LC3C', 'MCOLN1', 'BNIP3', 'BCL2', 'SNF8', 'STX17', 'MAPK3', 'PRKN', 'OPTN', 'VCP', 'VPS36', 'RB1CC1', 'MTOR', 'ARSB', 'UBA5', 'ATG16L1', 'PEX5']"
HP:0002145,"['OPTN', 'SQSTM1', 'VCP', 'PSEN1', 'UBQLN2']"
GO:0120036,"['PRKN', 'ABL1', 'HMGB1', 'LYN', 'ATG3', 'PSEN1', 'SRC', 'MARK2', 'ABI2', 'ULK2', 'MTOR', 'ARSB', 'BCL2', 'S100A9', 'TRAPPC4']"
GO:0031967,"['ATG9A', 'ABL1', 'AMBRA1', 'LYN', 'BECN1', 'SRC', 'NPC1', 'CHMP3', 'CISD2', 'OGT', 'STING1', 'PHB2', 'PSEN1', 'BNIP3', 'BCL2', 'PRKN', 'MAPK3', 'RB1CC1', 'MTOR']"
GO:0023051,"['AMBRA1', 'ABL1', 'SQSTM1', 'LYN', 'BECN1', 'SRC', 'VPS25', 'UBQLN2', 'NOD1', 'S100A9', 'NPC1', 'CLEC16A', 'OGT', 'PIP4K2B', 'FOXO1', 'STING1', 'PHB2', 'HMGB1', 'TP53', 'PSEN1', 'INHBA', 'BCL2', 'MAPK3', 'PRKN', 'OPTN', 'VCP', 'RB1CC1', 'MTOR', 'UBA5']"
HP:0100314,"['PRKN', 'PSEN1', 'VCP', 'EPM2A', 'NPC1']"
GO:0051223,"['FOXO1', 'PRKN', 'PSEN1', 'SRC', 'EPM2A']"
WP:WP5420,"['ABL1', 'ATG2A', 'BECN1', 'RB1CC1', 'MTOR', 'PIK3C3', 'ATG16L1', 'ATG3']"
GO:0007049,"['MAPK3', 'AMBRA1', 'ABL1', 'PHB2', 'TP53', 'LYN', 'BECN1', 'VCP', 'SRC', 'RB1CC1', 'INHBA', 'BCL2', 'EPM2A', 'PIK3C3', 'CHMP3']"
GO:1903580,"['MTOR', 'VCP', 'PSEN1']"
GO:0015631,"['PRKN', 'LYN', 'S100A9']"
GO:0008047,"['NOD1', 'MARK2', 'VCP', 'SRC']"
GO:0015630,"['TP53', 'PSEN1', 'UBXN6', 'MAP1LC3C', 'CHMP3']"
GO:0101002,"['VCP', 'HMGB1', 'ARSB']"
GO:0001934,"['ABL1', 'PHB2', 'SQSTM1', 'TP53', 'LYN', 'PSEN1', 'SRC', 'RB1CC1', 'MARK2', 'INHBA', 'MTOR', 'BCL2']"
GO:0080134,"['FOXO1', 'STING1', 'PRKN', 'ABL1', 'MAPK3', 'HMGB1', 'SQSTM1', 'PHB2', 'OPTN', 'TP53', 'LYN', 'BECN1', 'SRC', 'MTOR', 'NOD1', 'BCL2', 'S100A9']"
GO:0062013,"['FOXO1', 'PSEN1', 'VCP', 'SRC', 'MTOR']"
GO:0050778,"['STING1', 'ABL1', 'HMGB1', 'SQSTM1', 'PHB2', 'LYN', 'BECN1', 'PSEN1', 'SRC', 'NOD1', 'BCL2', 'S100A9']"
REAC:R-HSA-9772572,"['PIK3C3', 'BECN1', 'VCP', 'CHMP3']"
GO:0002221,"['STING1', 'HMGB1', 'SQSTM1', 'PHB2', 'LYN', 'BECN1', 'SRC', 'NOD1', 'S100A9']"
GO:0005615,"['TOLLIP', 'HMGB1', 'SQSTM1', 'LYN', 'VCP', 'AP4M1', 'UBXN6', 'VPS36', 'SRC', 'INHBA', 'VPS25', 'S100A9', 'ARSB', 'SNF8', 'LGALS8', 'NPC1', 'CHMP3']"
GO:0051726,"['AMBRA1', 'ABL1', 'PHB2', 'TP53', 'LYN', 'BECN1', 'INHBA', 'BCL2', 'EPM2A', 'PIK3C3', 'CHMP3']"
GO:0006796,"['TOLLIP', 'ABL1', 'SQSTM1', 'LYN', 'BECN1', 'SRC', 'MARK2', 'ABI2', 'VPS25', 'PIK3C3', 'OGT', 'EPM2A', 'PIP4K2B', 'PHB2', 'TP53', 'PSEN1', 'ULK2', 'INHBA', 'BCL2', 'PRKN', 'MAPK3', 'VCP', 'RB1CC1', 'MTOR']"
GO:0071219,"['MAPK3', 'ABL1', 'HMGB1', 'LYN', 'SRC']"
GO:0033036,"['ATG9A', 'TOLLIP', 'ABL1', 'SQSTM1', 'BECN1', 'ATG2A', 'ATG4B', 'SRC', 'VPS25', 'PIK3C3', 'NPC1', 'CHMP3', 'OGT', 'EPM2A', 'STAM', 'ATG3', 'FOXO1', 'PHB2', 'TP53', 'PSEN1', 'AP4M1', 'MAP1LC3C', 'MCOLN1', 'INHBA', 'BCL2', 'SNF8', 'STX17', 'PRKN', 'OPTN', 'VCP', 'VPS36', 'MTOR', 'ATG16L1', 'PEX5']"
GO:0002758,"['STING1', 'HMGB1', 'SQSTM1', 'PHB2', 'LYN', 'BECN1', 'SRC', 'NOD1', 'S100A9']"
HPA:0600441,"['ABL1', 'SQSTM1', 'LYN', 'BECN1', 'ATG4B', 'UBXN6', 'MARK2', 'UBQLN2', 'PIK3C3', 'LGALS8', 'S100A9', 'TRAPPC4', 'NPC1', 'CHMP3', 'CISD2', 'OGT', 'ATG3', 'FOXO1', 'STING1', 'PHB2', 'HMGB1', 'PSEN1', 'AP4M1', 'ULK2', 'BNIP3', 'BCL2', 'SNF8', 'STX17', 'CALCOCO2', 'MAPK3', 'OPTN', 'VCP', 'VPS36', 'ARSB', 'UBA5', 'PEX5']"
REAC:R-HSA-5357801,"['PRKN', 'MAPK3', 'HMGB1', 'TP53', 'OGT', 'BCL2', 'CHMP3']"
GO:0070727,"['ATG9A', 'TOLLIP', 'ABL1', 'SQSTM1', 'BECN1', 'ATG4B', 'SRC', 'VPS25', 'PIK3C3', 'NPC1', 'CHMP3', 'OGT', 'EPM2A', 'STAM', 'ATG3', 'FOXO1', 'PHB2', 'TP53', 'PSEN1', 'AP4M1', 'MAP1LC3C', 'MCOLN1', 'BCL2', 'SNF8', 'STX17', 'PRKN', 'OPTN', 'VCP', 'VPS36', 'MTOR', 'ATG16L1', 'PEX5']"
GO:0030425,"['ABL1', 'BECN1', 'PSEN1', 'SRC', 'MARK2', 'ABI2', 'BNIP3', 'MTOR', 'EPM2A', 'TRAPPC4']"
GO:0010639,"['PRKN', 'TP53', 'BECN1', 'SRC', 'BNIP3', 'MTOR']"
GO:1902533,"['PRKN', 'MAPK3', 'AMBRA1', 'ABL1', 'HMGB1', 'PHB2', 'CLEC16A', 'LYN', 'BECN1', 'TP53', 'VCP', 'SRC', 'OGT', 'RB1CC1', 'INHBA', 'MTOR', 'NOD1', 'S100A9']"
GO:0005813,"['TP53', 'PSEN1', 'UBXN6']"
HPA:0040081,"['TOLLIP', 'AMBRA1', 'ABL1', 'SQSTM1', 'LYN', 'BECN1', 'ATG4B', 'UBXN6', 'UBQLN2', 'PIK3C3', 'LGALS8', 'S100A9', 'NPC1', 'CHMP3', 'CISD2', 'OGT', 'STAM', 'ATG3', 'FOXO1', 'STING1', 'PHB2', 'HMGB1', 'PSEN1', 'AP4M1', 'ULK2', 'BNIP3', 'BCL2', 'SNF8', 'STX17', 'CALCOCO2', 'MAPK3', 'PRKN', 'OPTN', 'VCP', 'VPS36', 'MTOR', 'ARSB', 'ATG16L1', 'PEX5']"
GO:0048471,"['TOLLIP', 'STING1', 'PRKN', 'ABL1', 'AMBRA1', 'OPTN', 'LYN', 'PSEN1', 'CISD2', 'VCP', 'SRC', 'INHBA', 'SNF8', 'NPC1', 'CALCOCO2']"
HPA:0040000,"['TOLLIP', 'AMBRA1', 'ABL1', 'SQSTM1', 'LYN', 'BECN1', 'ATG4B', 'UBXN6', 'UBQLN2', 'PIK3C3', 'LGALS8', 'S100A9', 'NPC1', 'CHMP3', 'CISD2', 'OGT', 'STAM', 'ATG3', 'FOXO1', 'STING1', 'PHB2', 'HMGB1', 'PSEN1', 'AP4M1', 'ULK2', 'BNIP3', 'BCL2', 'SNF8', 'STX17', 'CALCOCO2', 'MAPK3', 'PRKN', 'OPTN', 'VCP', 'VPS36', 'MTOR', 'ARSB', 'ATG16L1', 'PEX5']"
GO:0000819,"['BECN1', 'CHMP3']"
GO:1902494,"['PRKN', 'STING1', 'AMBRA1', 'BECN1', 'PSEN1', 'VCP', 'RB1CC1', 'OGT', 'PIK3C3', 'ATG16L1', 'ATG3']"
GO:0010506,"['ABL1', 'AMBRA1', 'SQSTM1', 'BECN1', 'ATG2A', 'UBQLN2', 'NOD1', 'PIK3C3', 'NPC1', 'CLEC16A', 'CISD2', 'EPM2A', 'PIP4K2B', 'FOXO1', 'STING1', 'HMGB1', 'TP53', 'ULK2', 'BNIP3', 'BCL2', 'DAP', 'CALCOCO2', 'PRKN', 'MAPK3', 'OPTN', 'RB1CC1', 'MTOR', 'ATG16L1']"
KEGG:04068,"['MAPK3', 'FOXO1', 'BNIP3']"
GO:0016234,"['PRKN', 'PSEN1', 'SQSTM1']"
GO:0061919,"['ATG9A', 'TOLLIP', 'AMBRA1', 'ABL1', 'SQSTM1', 'BECN1', 'ATG2A', 'ATG4B', 'UBXN6', 'SRC', 'MARK2', 'VPS25', 'UBQLN2', 'NOD1', 'PIK3C3', 'LGALS8', 'S100A9', 'TRAPPC4', 'NPC1', 'CHMP3', 'CLEC16A', 'CISD2', 'OGT', 'EPM2A', 'PIP4K2B', 'STAM', 'ATG3', 'FOXO1', 'STING1', 'PHB2', 'HMGB1', 'TP53', 'PSEN1', 'AP4M1', 'MAP1LC3C', 'ULK2', 'MCOLN1', 'INHBA', 'BNIP3', 'BCL2', 'SNF8', 'DAP', 'STX17', 'CALCOCO2', 'MAPK3', 'PRKN', 'OPTN', 'VCP', 'VPS36', 'RB1CC1', 'MTOR', 'ARSB', 'UBA5', 'ATG16L1', 'PEX5']"
HPA:0300412,"['TOLLIP', 'AMBRA1', 'SQSTM1', 'LYN', 'BECN1', 'ATG4B', 'PIK3C3', 'S100A9', 'LGALS8', 'NPC1', 'CHMP3', 'CISD2', 'STAM', 'STING1', 'PHB2', 'HMGB1', 'PSEN1', 'ULK2', 'BNIP3', 'STX17', 'CALCOCO2', 'MAPK3', 'OPTN', 'VCP', 'VPS36', 'RB1CC1', 'ARSB', 'ATG16L1', 'PEX5']"
GO:0005768,"['ATG9A', 'TOLLIP', 'SQSTM1', 'BECN1', 'UBXN6', 'SRC', 'VPS25', 'PIK3C3', 'NPC1', 'TRAPPC4', 'CHMP3', 'CLEC16A', 'STAM', 'STING1', 'HMGB1', 'PSEN1', 'AP4M1', 'MCOLN1', 'SNF8', 'MAPK3', 'OPTN', 'VPS36', 'ATG16L1']"
GO:0098542,"['TOLLIP', 'SQSTM1', 'LYN', 'BECN1', 'SRC', 'NOD1', 'LGALS8', 'S100A9', 'CHMP3', 'STING1', 'HMGB1', 'PHB2', 'TP53', 'BNIP3', 'BCL2', 'CALCOCO2', 'MAPK3', 'OPTN', 'ATG16L1']"
GO:0035967,"['PRKN', 'VCP', 'OPTN']"
GO:0032446,"['TOLLIP', 'PRKN', 'UBA5', 'ABL1', 'AMBRA1', 'SQSTM1', 'VCP', 'OGT', 'EPM2A', 'BCL2', 'ATG3']"
GO:0043491,"['MTOR', 'AMBRA1', 'BECN1', 'SRC']"
GO:0016049,"['PRKN', 'ABL1', 'TP53', 'ULK2', 'INHBA', 'MTOR', 'EPM2A', 'BCL2', 'S100A9']"
GO:0000422,"['PRKN', 'AMBRA1', 'PHB2', 'OPTN', 'SQSTM1', 'TP53', 'BECN1', 'ATG4B', 'RB1CC1', 'OGT', 'MARK2', 'BNIP3']"
GO:0045862,"['PRKN', 'LYN', 'PSEN1', 'VCP', 'SRC', 'OGT']"
GO:0022411,"['CLEC16A', 'BECN1', 'VCP', 'PEX5', 'MAP1LC3C', 'MCOLN1', 'BNIP3', 'CALCOCO2', 'PIK3C3', 'STX17', 'CHMP3']"
GO:0031647,"['PRKN', 'PHB2', 'TP53', 'SRC', 'MTOR', 'BCL2']"
HPA:0390051,"['TOLLIP', 'AMBRA1', 'ABL1', 'SQSTM1', 'LYN', 'BECN1', 'UBXN6', 'SRC', 'MARK2', 'UBQLN2', 'PIK3C3', 'LGALS8', 'TRAPPC4', 'NPC1', 'CHMP3', 'CLEC16A', 'CISD2', 'OGT', 'STAM', 'ATG3', 'FOXO1', 'STING1', 'PHB2', 'HMGB1', 'PSEN1', 'ULK2', 'BNIP3', 'BCL2', 'SNF8', 'STX17', 'CALCOCO2', 'MAPK3', 'OPTN', 'VCP', 'VPS36', 'RB1CC1', 'MTOR', 'ARSB', 'UBA5', 'ATG16L1', 'PEX5']"
GO:0032984,"['CLEC16A', 'BECN1', 'VCP', 'PEX5', 'MAP1LC3C', 'MCOLN1', 'BNIP3', 'CALCOCO2', 'PIK3C3', 'STX17', 'CHMP3']"
GO:0002253,"['STING1', 'ABL1', 'HMGB1', 'SQSTM1', 'PHB2', 'LYN', 'BECN1', 'PSEN1', 'SRC', 'NOD1', 'BCL2', 'S100A9']"
HPA:0590052,"['TOLLIP', 'AMBRA1', 'ABL1', 'SQSTM1', 'BECN1', 'MARK2', 'ABI2', 'UBQLN2', 'PIK3C3', 'LGALS8', 'NPC1', 'CHMP3', 'CLEC16A', 'CISD2', 'OGT', 'STAM', 'ATG3', 'PHB2', 'HMGB1', 'PSEN1', 'ULK2', 'BCL2', 'SNF8', 'STX17', 'CALCOCO2', 'PRKN', 'OPTN', 'VCP', 'VPS36', 'RB1CC1', 'MTOR', 'ARSB', 'UBA5', 'ATG16L1', 'PEX5']"
GO:0001816,"['STING1', 'ABL1', 'HMGB1', 'LYN', 'PSEN1', 'SRC', 'INHBA', 'NOD1']"
GO:0051130,"['AMBRA1', 'ABL1', 'LYN', 'ATG2A', 'BECN1', 'SRC', 'MARK2', 'ABI2', 'S100A9', 'PIP4K2B', 'TP53', 'PSEN1', 'MCOLN1', 'BNIP3', 'CALCOCO2', 'PRKN', 'MAPK3', 'VCP', 'MTOR', 'ARSB']"
HPA:0390052,"['TOLLIP', 'AMBRA1', 'SQSTM1', 'SRC', 'MARK2', 'UBQLN2', 'PIK3C3', 'LGALS8', 'TRAPPC4', 'NPC1', 'CHMP3', 'CLEC16A', 'CISD2', 'OGT', 'ATG3', 'STING1', 'PHB2', 'HMGB1', 'PSEN1', 'BNIP3', 'BCL2', 'SNF8', 'STX17', 'MAPK3', 'OPTN', 'VCP', 'VPS36', 'RB1CC1', 'ARSB', 'UBA5', 'ATG16L1', 'PEX5']"
GO:1902115,"['ATG2A', 'BECN1', 'SRC', 'MTOR', 'UBQLN2', 'PIP4K2B', 'STAM', 'ATG3', 'CHMP3']"
GO:0022402,"['AMBRA1', 'PHB2', 'TP53', 'LYN', 'BECN1', 'VCP', 'INHBA', 'BCL2', 'PIK3C3', 'CHMP3']"
GO:0065009,"['PRKN', 'STING1', 'MAPK3', 'ABL1', 'HMGB1', 'PHB2', 'TP53', 'LYN', 'PSEN1', 'DAP', 'VCP', 'SRC', 'MARK2', 'VPS25', 'NOD1', 'BCL2', 'EPM2A', 'S100A9']"
