GO terms,Common Intersections
GO:0051716,"['TOLLIP', 'AMBRA1', 'ABL1', 'SQSTM1', 'LYN', 'BECN1', 'UBXN6', 'SRC', 'MARK2', 'ABI2', 'VPS25', 'UBQLN2', 'NOD1', 'PIK3C3', 'S100A9', 'NPC1', 'CLEC16A', 'OGT', 'EPM2A', 'PIP4K2B', 'STAM', 'FOXO1', 'STING1', 'PHB2', 'HMGB1', 'TP53', 'PSEN1', 'MAP1LC3C', 'ULK2', 'MCOLN1', 'INHBA', 'BNIP3', 'BCL2', 'DAP', 'MAPK3', 'PRKN', 'OPTN', 'VCP', 'RB1CC1', 'MTOR', 'UBA5', 'PEX5']"
GO:0042592,"['FOXO1', 'PRKN', 'MAPK3', 'AMBRA1', 'ABL1', 'HMGB1', 'SQSTM1', 'LYN', 'PSEN1', 'SRC', 'OGT', 'INHBA', 'BNIP3', 'MCOLN1', 'UBA5', 'BCL2', 'S100A9', 'NPC1']"
KEGG:04137,"['ATG9A', 'PRKN', 'AMBRA1', 'PHB2', 'SQSTM1', 'OPTN', 'TP53', 'BECN1', 'VCP', 'SRC', 'MAP1LC3C', 'BNIP3', 'CALCOCO2']"
GO:0061695,"['STING1', 'PIK3C3', 'BECN1', 'RB1CC1']"
HPA:0180051,"['TOLLIP', 'ABL1', 'SQSTM1', 'BECN1', 'UBXN6', 'SRC', 'MARK2', 'UBQLN2', 'PIK3C3', 'LGALS8', 'TRAPPC4', 'NPC1', 'CHMP3', 'CLEC16A', 'CISD2', 'OGT', 'STAM', 'ATG3', 'FOXO1', 'STING1', 'PHB2', 'HMGB1', 'PSEN1', 'ULK2', 'BNIP3', 'BCL2', 'SNF8', 'STX17', 'CALCOCO2', 'MAPK3', 'PRKN', 'OPTN', 'VCP', 'VPS36', 'RB1CC1', 'MTOR', 'ARSB', 'UBA5', 'ATG16L1', 'PEX5']"
GO:0070925,"['ATG9A', 'AMBRA1', 'SQSTM1', 'BECN1', 'ATG2A', 'ATG4B', 'SRC', 'VPS25', 'UBQLN2', 'PIK3C3', 'CHMP3', 'EPM2A', 'PIP4K2B', 'STAM', 'ATG3', 'STING1', 'PSEN1', 'AP4M1', 'MAP1LC3C', 'ULK2', 'SNF8', 'STX17', 'VPS36', 'RB1CC1', 'MTOR', 'ATG16L1']"
GO:0019941,"['TOLLIP', 'PRKN', 'AMBRA1', 'SQSTM1', 'PSEN1', 'VCP', 'VPS36', 'OGT', 'VPS25', 'UBQLN2', 'EPM2A', 'SNF8', 'STAM', 'CHMP3']"
GO:0043086,"['PRKN', 'ABL1', 'TP53', 'LYN', 'VPS25', 'EPM2A']"
GO:0051050,"['PRKN', 'ABL1', 'PSEN1', 'SRC', 'INHBA', 'SNF8', 'STAM']"
GO:0030139,"['AMBRA1', 'LYN', 'BECN1', 'MCOLN1', 'MTOR', 'NOD1', 'PIK3C3']"
KEGG:04211,"['FOXO1', 'TP53', 'MTOR', 'RB1CC1']"
GO:0033365,"['TOLLIP', 'ABL1', 'SQSTM1', 'BECN1', 'SRC', 'VPS25', 'PIK3C3', 'OGT', 'EPM2A', 'STAM', 'PHB2', 'TP53', 'PSEN1', 'AP4M1', 'SNF8', 'PRKN', 'OPTN', 'VCP', 'VPS36', 'MTOR', 'PEX5']"
GO:0050896,"['TOLLIP', 'AMBRA1', 'ABL1', 'SQSTM1', 'LYN', 'BECN1', 'UBXN6', 'SRC', 'MARK2', 'ABI2', 'VPS25', 'UBQLN2', 'NOD1', 'PIK3C3', 'LGALS8', 'S100A9', 'NPC1', 'CHMP3', 'CLEC16A', 'OGT', 'EPM2A', 'PIP4K2B', 'STAM', 'FOXO1', 'STING1', 'PHB2', 'HMGB1', 'TP53', 'PSEN1', 'MAP1LC3C', 'ULK2', 'MCOLN1', 'INHBA', 'BNIP3', 'BCL2', 'DAP', 'CALCOCO2', 'MAPK3', 'PRKN', 'OPTN', 'VCP', 'RB1CC1', 'MTOR', 'ARSB', 'UBA5', 'ATG16L1', 'PEX5']"
HPA:0291161,"['TOLLIP', 'AMBRA1', 'ABL1', 'BECN1', 'UBXN6', 'UBQLN2', 'LGALS8', 'NPC1', 'TRAPPC4', 'CISD2', 'STAM', 'ATG3', 'PHB2', 'HMGB1', 'ULK2', 'BNIP3', 'SNF8', 'STX17', 'MAPK3', 'PRKN', 'OPTN', 'VCP', 'VPS36', 'ATG16L1', 'PEX5']"
GO:0097447,"['ABL1', 'BECN1', 'PSEN1', 'SRC', 'MARK2', 'ABI2', 'BNIP3', 'MTOR', 'EPM2A', 'TRAPPC4']"
GO:0006909,"['ABL1', 'HMGB1', 'LYN', 'BECN1', 'SRC', 'ATG3']"
GO:0005783,"['ATG9A', 'AMBRA1', 'SQSTM1', 'BECN1', 'ATG2A', 'ATG4B', 'NPC1', 'TRAPPC4', 'CISD2', 'EPM2A', 'PIP4K2B', 'STING1', 'HMGB1', 'TP53', 'PSEN1', 'BNIP3', 'BCL2', 'STX17', 'MAPK3', 'PRKN', 'VCP', 'RB1CC1', 'MTOR', 'ARSB', 'UBA5']"
GO:0045732,"['FOXO1', 'PRKN', 'PSEN1', 'VCP', 'SNF8']"
GO:0048518,"['TOLLIP', 'AMBRA1', 'ABL1', 'SQSTM1', 'LYN', 'BECN1', 'ATG2A', 'SRC', 'MARK2', 'ABI2', 'NOD1', 'S100A9', 'CHMP3', 'CLEC16A', 'OGT', 'EPM2A', 'PIP4K2B', 'STAM', 'FOXO1', 'STING1', 'PHB2', 'HMGB1', 'TP53', 'PSEN1', 'ULK2', 'MCOLN1', 'INHBA', 'BNIP3', 'BCL2', 'SNF8', 'CALCOCO2', 'MAPK3', 'PRKN', 'OPTN', 'VCP', 'RB1CC1', 'MTOR', 'ARSB', 'ATG16L1', 'PEX5']"
GO:0005819,['CHMP3']
GO:0048871,"['FOXO1', 'ABL1', 'HMGB1', 'SQSTM1', 'LYN', 'SRC', 'OGT', 'INHBA', 'UBA5', 'BCL2']"
GO:0005739,"['ATG9A', 'ABL1', 'AMBRA1', 'SQSTM1', 'LYN', 'BECN1', 'ATG4B', 'SRC', 'MARK2', 'CISD2', 'OGT', 'FOXO1', 'STING1', 'PHB2', 'TP53', 'PSEN1', 'BNIP3', 'BCL2', 'STX17', 'PRKN', 'MAPK3', 'MTOR', 'PEX5']"
GO:0043687,"['TOLLIP', 'PRKN', 'UBA5', 'ABL1', 'AMBRA1', 'SQSTM1', 'VCP', 'OGT', 'EPM2A', 'BCL2', 'ATG16L1', 'ATG3']"
GO:0061024,"['ATG9A', 'PRKN', 'TP53', 'BECN1', 'ATG2A', 'PEX5', 'VPS36', 'NPC1', 'VPS25', 'SNF8', 'BNIP3', 'PIP4K2B', 'STX17', 'BCL2', 'S100A9', 'STAM', 'TRAPPC4', 'CHMP3']"
GO:0000166,"['MAPK3', 'STING1', 'UBA5', 'ABL1', 'LYN', 'VCP', 'SRC', 'MARK2', 'ULK2', 'MTOR', 'PIP4K2B', 'NOD1', 'PIK3C3']"
GO:0016239,"['PRKN', 'STING1', 'MAPK3', 'AMBRA1', 'OPTN', 'ATG2A', 'BECN1', 'BNIP3', 'EPM2A', 'PIP4K2B', 'NOD1', 'CALCOCO2']"
WP:WP5426,"['PRKN', 'MAPK3', 'OPTN', 'SQSTM1', 'VCP', 'BCL2']"
HPA:0350472,"['TOLLIP', 'SQSTM1', 'ATG4B', 'UBXN6', 'MARK2', 'PIK3C3', 'LGALS8', 'NPC1', 'CHMP3', 'CLEC16A', 'CISD2', 'OGT', 'STAM', 'ATG3', 'STING1', 'PHB2', 'HMGB1', 'PSEN1', 'AP4M1', 'ULK2', 'BNIP3', 'SNF8', 'STX17', 'MAPK3', 'OPTN', 'VPS36', 'MTOR', 'ARSB', 'UBA5', 'ATG16L1', 'PEX5']"
GO:0023057,"['ABL1', 'SQSTM1', 'LYN', 'SRC', 'VPS25', 'UBQLN2', 'NPC1', 'OGT', 'PIP4K2B', 'FOXO1', 'PHB2', 'TP53', 'PSEN1', 'INHBA', 'BCL2', 'PRKN', 'MAPK3', 'OPTN', 'VCP', 'RB1CC1', 'MTOR']"
GO:0098588,"['ATG9A', 'AMBRA1', 'LYN', 'BECN1', 'ATG4B', 'UBXN6', 'VPS25', 'PIK3C3', 'TRAPPC4', 'NPC1', 'CHMP3', 'CLEC16A', 'CISD2', 'EPM2A', 'STAM', 'STING1', 'PHB2', 'PSEN1', 'MAP1LC3C', 'MCOLN1', 'BNIP3', 'BCL2', 'SNF8', 'STX17', 'CALCOCO2', 'PRKN', 'OPTN', 'VPS36', 'RB1CC1', 'MTOR', 'ATG16L1', 'PEX5']"
GO:0070201,"['FOXO1', 'PRKN', 'PSEN1', 'SRC', 'EPM2A']"
HPA:0400000,"['TOLLIP', 'AMBRA1', 'ABL1', 'SQSTM1', 'LYN', 'BECN1', 'ATG4B', 'UBXN6', 'SRC', 'MARK2', 'ABI2', 'UBQLN2', 'PIK3C3', 'LGALS8', 'TRAPPC4', 'NPC1', 'CHMP3', 'CLEC16A', 'CISD2', 'OGT', 'STAM', 'ATG3', 'FOXO1', 'STING1', 'PHB2', 'HMGB1', 'TP53', 'PSEN1', 'AP4M1', 'ULK2', 'BNIP3', 'BCL2', 'SNF8', 'STX17', 'CALCOCO2', 'MAPK3', 'PRKN', 'OPTN', 'VCP', 'VPS36', 'RB1CC1', 'MTOR', 'ARSB', 'UBA5', 'ATG16L1', 'PEX5']"
GO:0045202,"['PRKN', 'MAPK3', 'ABL1', 'PHB2', 'LYN', 'PSEN1', 'VCP', 'SRC', 'OGT', 'ABI2', 'BNIP3', 'TRAPPC4']"
GO:0006508,"['TOLLIP', 'AMBRA1', 'SQSTM1', 'LYN', 'ATG4B', 'UBXN6', 'SRC', 'VPS25', 'UBQLN2', 'CHMP3', 'OGT', 'EPM2A', 'STAM', 'TP53', 'PSEN1', 'SNF8', 'PRKN', 'VCP', 'VPS36']"
HPA:0530711,"['ABL1', 'SQSTM1', 'LYN', 'BECN1', 'UBXN6', 'SRC', 'MARK2', 'UBQLN2', 'PIK3C3', 'LGALS8', 'S100A9', 'NPC1', 'CHMP3', 'CISD2', 'OGT', 'ATG3', 'FOXO1', 'STING1', 'PHB2', 'HMGB1', 'PSEN1', 'ULK2', 'BNIP3', 'BCL2', 'SNF8', 'STX17', 'MAPK3', 'OPTN', 'VCP', 'VPS36', 'MTOR', 'ARSB', 'PEX5']"
REAC:R-HSA-5663205,"['MAPK3', 'STING1', 'ABL1', 'LYN', 'BECN1', 'VCP', 'SRC', 'VPS36', 'ABI2', 'VPS25', 'SNF8', 'NOD1', 'PIK3C3', 'STAM', 'CHMP3']"
GO:0034504,"['PHB2', 'SQSTM1', 'TP53', 'PSEN1', 'SRC', 'MTOR', 'EPM2A']"
GO:0030099,"['LYN', 'PSEN1', 'SRC', 'INHBA', 'MTOR', 'UBA5']"
GO:0043067,"['AMBRA1', 'ABL1', 'SQSTM1', 'LYN', 'BECN1', 'SRC', 'NOD1', 'S100A9', 'NPC1', 'OGT', 'FOXO1', 'HMGB1', 'PHB2', 'TP53', 'PSEN1', 'INHBA', 'BNIP3', 'BCL2', 'PRKN', 'VCP', 'RB1CC1', 'MTOR']"
GO:0016020,"['ATG9A', 'TOLLIP', 'AMBRA1', 'ABL1', 'LYN', 'BECN1', 'ATG2A', 'ATG4B', 'SRC', 'UBXN6', 'MARK2', 'VPS25', 'UBQLN2', 'NOD1', 'PIK3C3', 'LGALS8', 'S100A9', 'TRAPPC4', 'NPC1', 'CHMP3', 'CLEC16A', 'CISD2', 'OGT', 'EPM2A', 'PIP4K2B', 'STAM', 'STING1', 'PHB2', 'HMGB1', 'TP53', 'PSEN1', 'AP4M1', 'MAP1LC3C', 'ULK2', 'MCOLN1', 'BNIP3', 'BCL2', 'SNF8', 'STX17', 'CALCOCO2', 'MAPK3', 'PRKN', 'OPTN', 'VCP', 'VPS36', 'RB1CC1', 'MTOR', 'UBA5', 'ATG16L1', 'PEX5']"
GO:0008637,"['PRKN', 'TP53', 'BNIP3', 'BCL2', 'ATG3']"
GO:0006979,"['FOXO1', 'PRKN', 'MAPK3', 'ABL1', 'TP53', 'BECN1', 'PSEN1', 'SRC', 'BNIP3', 'BCL2', 'PEX5']"
GO:0043168,"['MAPK3', 'STING1', 'UBA5', 'ABL1', 'LYN', 'VCP', 'SRC', 'OGT', 'MARK2', 'ULK2', 'MTOR', 'PIP4K2B', 'NOD1', 'PIK3C3', 'S100A9', 'CHMP3']"
GO:0000779,"['PSEN1', 'CHMP3']"
GO:0010657,"['FOXO1', 'TP53', 'AMBRA1', 'BNIP3']"
GO:0098562,"['EPM2A', 'LYN', 'BECN1', 'SRC']"
GO:0010508,"['FOXO1', 'STING1', 'PRKN', 'AMBRA1', 'MAPK3', 'HMGB1', 'SQSTM1', 'OPTN', 'ATG2A', 'BECN1', 'RB1CC1', 'ULK2', 'BNIP3', 'NOD1', 'PIP4K2B', 'EPM2A', 'ATG16L1', 'CALCOCO2']"
GO:0033554,"['AMBRA1', 'ABL1', 'SQSTM1', 'LYN', 'BECN1', 'UBXN6', 'SRC', 'NOD1', 'PIK3C3', 'CLEC16A', 'FOXO1', 'PHB2', 'HMGB1', 'TP53', 'PSEN1', 'MAP1LC3C', 'INHBA', 'BNIP3', 'BCL2', 'DAP', 'MAPK3', 'PRKN', 'OPTN', 'VCP', 'MTOR', 'UBA5', 'PEX5']"
GO:0044092,"['PRKN', 'ABL1', 'PHB2', 'TP53', 'LYN', 'PSEN1', 'VPS25', 'EPM2A', 'DAP']"
GO:0000776,"['PSEN1', 'CHMP3']"
GO:0043025,"['EPM2A', 'ABL1', 'PSEN1', 'SRC']"
HP:5200423,"['PRKN', 'OPTN', 'SQSTM1', 'TP53', 'PSEN1', 'CISD2', 'VCP', 'UBQLN2', 'EPM2A', 'NPC1']"
GO:0044093,"['PRKN', 'STING1', 'MAPK3', 'ABL1', 'HMGB1', 'PHB2', 'LYN', 'PSEN1', 'VCP', 'SRC', 'MARK2', 'NOD1', 'S100A9']"
GO:0021782,"['MAPK3', 'LYN', 'PSEN1', 'S100A9']"
WP:WP710,"['ABL1', 'HMGB1', 'TP53', 'BCL2', 'PIK3C3']"
GO:0031625,"['TOLLIP', 'FOXO1', 'STING1', 'AMBRA1', 'PRKN', 'SQSTM1', 'TP53', 'LYN', 'BECN1', 'VCP', 'ABI2', 'MAP1LC3C', 'BCL2']"
GO:0045087,"['TOLLIP', 'STING1', 'HMGB1', 'SQSTM1', 'PHB2', 'OPTN', 'TP53', 'LYN', 'BECN1', 'SRC', 'NOD1', 'S100A9', 'CALCOCO2']"
GO:0010564,"['AMBRA1', 'PHB2', 'TP53', 'LYN', 'BECN1', 'INHBA', 'BCL2', 'PIK3C3', 'CHMP3']"
GO:0009056,"['ATG9A', 'TOLLIP', 'AMBRA1', 'ABL1', 'SQSTM1', 'BECN1', 'ATG2A', 'ATG4B', 'UBXN6', 'SRC', 'MARK2', 'VPS25', 'UBQLN2', 'NOD1', 'PIK3C3', 'S100A9', 'LGALS8', 'TRAPPC4', 'CHMP3', 'NPC1', 'CLEC16A', 'CISD2', 'OGT', 'EPM2A', 'PIP4K2B', 'STAM', 'ATG3', 'FOXO1', 'STING1', 'HMGB1', 'PHB2', 'TP53', 'PSEN1', 'AP4M1', 'MAP1LC3C', 'ULK2', 'MCOLN1', 'BNIP3', 'INHBA', 'SNF8', 'BCL2', 'DAP', 'STX17', 'CALCOCO2', 'MAPK3', 'PRKN', 'OPTN', 'VCP', 'VPS36', 'RB1CC1', 'MTOR', 'ARSB', 'UBA5', 'ATG16L1', 'PEX5']"
GO:0032006,"['MAPK3', 'CLEC16A', 'SRC', 'OGT', 'NPC1']"
GO:0098796,"['STING1', 'HMGB1', 'PHB2', 'LYN', 'BECN1', 'AP4M1', 'PSEN1', 'VCP', 'VPS36', 'VPS25', 'BCL2', 'SNF8', 'PIK3C3', 'S100A9', 'STX17', 'CHMP3']"
HPA:0360051,"['TOLLIP', 'AMBRA1', 'ABL1', 'SQSTM1', 'BECN1', 'UBXN6', 'MARK2', 'ABI2', 'UBQLN2', 'PIK3C3', 'LGALS8', 'TRAPPC4', 'NPC1', 'CHMP3', 'CLEC16A', 'CISD2', 'OGT', 'STAM', 'ATG3', 'FOXO1', 'PHB2', 'HMGB1', 'PSEN1', 'AP4M1', 'ULK2', 'BNIP3', 'BCL2', 'SNF8', 'STX17', 'CALCOCO2', 'MAPK3', 'PRKN', 'OPTN', 'VCP', 'VPS36', 'RB1CC1', 'MTOR', 'ARSB', 'UBA5', 'ATG16L1', 'PEX5']"
GO:0010638,"['PRKN', 'MAPK3', 'ABL1', 'TP53', 'ATG2A', 'BECN1', 'SRC', 'ABI2', 'MCOLN1', 'BNIP3', 'MTOR', 'PIP4K2B', 'CALCOCO2']"
GO:0051129,"['PRKN', 'HMGB1', 'CLEC16A', 'BECN1', 'TP53', 'PSEN1', 'SRC', 'ULK2', 'BNIP3', 'MTOR', 'UBQLN2', 'PEX5', 'ATG3']"
GO:0002020,"['PRKN', 'TP53', 'VCP', 'BCL2', 'CHMP3']"
GO:0048519,"['AMBRA1', 'ABL1', 'SQSTM1', 'LYN', 'BECN1', 'SRC', 'VPS25', 'UBQLN2', 'NPC1', 'CLEC16A', 'OGT', 'EPM2A', 'PIP4K2B', 'ATG3', 'FOXO1', 'PHB2', 'HMGB1', 'TP53', 'PSEN1', 'ULK2', 'MCOLN1', 'INHBA', 'BNIP3', 'BCL2', 'DAP', 'MAPK3', 'PRKN', 'OPTN', 'VCP', 'RB1CC1', 'MTOR', 'PEX5']"
GO:0031399,"['TOLLIP', 'PRKN', 'ABL1', 'PHB2', 'SQSTM1', 'TP53', 'LYN', 'PSEN1', 'VCP', 'SRC', 'OGT', 'MARK2', 'RB1CC1', 'INHBA', 'VPS25', 'MTOR', 'EPM2A', 'BCL2']"
GO:0006511,"['TOLLIP', 'PRKN', 'AMBRA1', 'SQSTM1', 'PSEN1', 'VCP', 'VPS36', 'OGT', 'VPS25', 'UBQLN2', 'EPM2A', 'SNF8', 'STAM', 'CHMP3']"
GO:0019222,"['TOLLIP', 'AMBRA1', 'ABL1', 'SQSTM1', 'LYN', 'BECN1', 'ATG2A', 'SRC', 'MARK2', 'VPS25', 'UBQLN2', 'NOD1', 'PIK3C3', 'S100A9', 'NPC1', 'CLEC16A', 'CISD2', 'OGT', 'EPM2A', 'PIP4K2B', 'FOXO1', 'STING1', 'PHB2', 'HMGB1', 'TP53', 'PSEN1', 'ULK2', 'INHBA', 'BNIP3', 'BCL2', 'DAP', 'SNF8', 'CALCOCO2', 'MAPK3', 'PRKN', 'OPTN', 'VCP', 'RB1CC1', 'MTOR', 'ATG16L1']"
GO:0032886,"['MARK2', 'ABL1', 'CHMP3']"
GO:0032880,"['FOXO1', 'PRKN', 'SQSTM1', 'PSEN1', 'VCP', 'SRC', 'OGT', 'MTOR', 'EPM2A', 'BCL2']"
REAC:R-HSA-168256,"['TOLLIP', 'ABL1', 'SQSTM1', 'LYN', 'BECN1', 'SRC', 'ABI2', 'NOD1', 'PIK3C3', 'S100A9', 'FOXO1', 'STING1', 'HMGB1', 'TP53', 'PSEN1', 'BCL2', 'PRKN', 'MAPK3', 'VCP', 'MTOR', 'ARSB', 'UBA5']"
GO:0045861,"['OGT', 'TP53', 'PSEN1']"
GO:0065007,"['ATG9A', 'TOLLIP', 'AMBRA1', 'ABL1', 'SQSTM1', 'LYN', 'BECN1', 'ATG2A', 'SRC', 'MARK2', 'ABI2', 'VPS25', 'UBQLN2', 'NOD1', 'PIK3C3', 'S100A9', 'NPC1', 'CHMP3', 'CLEC16A', 'CISD2', 'OGT', 'EPM2A', 'PIP4K2B', 'STAM', 'ATG3', 'FOXO1', 'STING1', 'PHB2', 'HMGB1', 'TP53', 'PSEN1', 'ULK2', 'MCOLN1', 'INHBA', 'BNIP3', 'BCL2', 'DAP', 'SNF8', 'CALCOCO2', 'MAPK3', 'PRKN', 'OPTN', 'VCP', 'RB1CC1', 'MTOR', 'ARSB', 'UBA5', 'ATG16L1', 'PEX5']"
GO:0016241,"['PRKN', 'STING1', 'MAPK3', 'AMBRA1', 'OPTN', 'CLEC16A', 'ATG2A', 'BECN1', 'TP53', 'BNIP3', 'MTOR', 'UBQLN2', 'PIP4K2B', 'NOD1', 'PIK3C3', 'EPM2A', 'NPC1', 'CALCOCO2']"
GO:0031667,"['FOXO1', 'MAPK3', 'AMBRA1', 'CLEC16A', 'BECN1', 'TP53', 'SRC', 'OGT', 'MAP1LC3C', 'ULK2', 'INHBA', 'BNIP3', 'BCL2', 'MTOR', 'ARSB', 'DAP', 'PIK3C3']"
GO:0002376,"['TOLLIP', 'AMBRA1', 'ABL1', 'SQSTM1', 'LYN', 'BECN1', 'SRC', 'NOD1', 'S100A9', 'STING1', 'PHB2', 'HMGB1', 'TP53', 'PSEN1', 'MCOLN1', 'INHBA', 'BCL2', 'CALCOCO2', 'MAPK3', 'OPTN', 'MTOR', 'UBA5']"
GO:0019220,"['PRKN', 'ABL1', 'PHB2', 'SQSTM1', 'TP53', 'LYN', 'PSEN1', 'VCP', 'SRC', 'OGT', 'MARK2', 'RB1CC1', 'INHBA', 'VPS25', 'MTOR', 'EPM2A', 'BCL2']"
GO:0042803,"['UBA5', 'STING1', 'PHB2', 'CISD2', 'VPS25', 'BNIP3', 'BCL2', 'SNF8', 'NOD1', 'PIP4K2B', 'EPM2A', 'CALCOCO2']"
GO:1903047,"['AMBRA1', 'PHB2', 'TP53', 'BECN1', 'VCP', 'INHBA', 'BCL2', 'CHMP3']"
GO:0005770,"['ATG9A', 'MAPK3', 'SQSTM1', 'CLEC16A', 'UBXN6', 'SRC', 'VPS36', 'MCOLN1', 'SNF8', 'PIK3C3', 'NPC1', 'CHMP3']"
HPA:0300411,"['TOLLIP', 'AMBRA1', 'SQSTM1', 'LYN', 'BECN1', 'ATG4B', 'UBXN6', 'UBQLN2', 'PIK3C3', 'LGALS8', 'S100A9', 'NPC1', 'CHMP3', 'CLEC16A', 'CISD2', 'OGT', 'STAM', 'ATG3', 'FOXO1', 'STING1', 'PHB2', 'HMGB1', 'PSEN1', 'AP4M1', 'ULK2', 'BNIP3', 'SNF8', 'STX17', 'CALCOCO2', 'MAPK3', 'PRKN', 'OPTN', 'VCP', 'VPS36', 'RB1CC1', 'MTOR', 'ARSB', 'ATG16L1', 'PEX5']"
HP:0000759,"['SQSTM1', 'TP53', 'VCP', 'PSEN1', 'UBQLN2']"
KEGG:03250,[]
GO:0001932,"['PRKN', 'ABL1', 'PHB2', 'SQSTM1', 'TP53', 'LYN', 'PSEN1', 'SRC', 'RB1CC1', 'MARK2', 'INHBA', 'VPS25', 'MTOR', 'EPM2A', 'BCL2']"
GO:0009968,"['ABL1', 'SQSTM1', 'LYN', 'SRC', 'VPS25', 'UBQLN2', 'NPC1', 'OGT', 'PIP4K2B', 'FOXO1', 'PHB2', 'TP53', 'PSEN1', 'BCL2', 'PRKN', 'MAPK3', 'OPTN', 'VCP', 'RB1CC1', 'MTOR']"
GO:0007249,"['PRKN', 'ABL1', 'OPTN', 'SQSTM1', 'NOD1']"
GO:0042542,"['ABL1', 'BECN1', 'SRC', 'BNIP3', 'BCL2']"
GO:0046907,"['SQSTM1', 'BECN1', 'UBXN6', 'SRC', 'VPS25', 'PIK3C3', 'NPC1', 'TRAPPC4', 'CHMP3', 'CLEC16A', 'EPM2A', 'STAM', 'PHB2', 'TP53', 'PSEN1', 'AP4M1', 'MAP1LC3C', 'SNF8', 'STX17', 'MAPK3', 'PRKN', 'VCP', 'VPS36', 'ARSB', 'PEX5']"
GO:0002220,"['LYN', 'SQSTM1', 'SRC']"
