GO terms,Common Intersections
GO:0006914,"['ATG9A', 'TOLLIP', 'AMBRA1', 'ABL1', 'SQSTM1', 'BECN1', 'ATG2A', 'ATG4B', 'UBXN6', 'SRC', 'MARK2', 'VPS25', 'UBQLN2', 'NOD1', 'PIK3C3', 'LGALS8', 'S100A9', 'TRAPPC4', 'NPC1', 'CHMP3', 'CLEC16A', 'CISD2', 'OGT', 'EPM2A', 'PIP4K2B', 'STAM', 'ATG3', 'FOXO1', 'STING1', 'PHB2', 'HMGB1', 'TP53', 'PSEN1', 'AP4M1', 'MAP1LC3C', 'ULK2', 'MCOLN1', 'INHBA', 'BNIP3', 'BCL2', 'SNF8', 'DAP', 'STX17', 'CALCOCO2', 'MAPK3', 'PRKN', 'OPTN', 'VCP', 'VPS36', 'RB1CC1', 'MTOR', 'ARSB', 'UBA5', 'ATG16L1', 'PEX5']"
GO:0032386,"['PRKN', 'MAPK3', 'PSEN1', 'SRC', 'EPM2A', 'CHMP3']"
HPA:0380522,"['TOLLIP', 'SQSTM1', 'BECN1', 'ATG4B', 'UBXN6', 'MARK2', 'ABI2', 'UBQLN2', 'PIK3C3', 'LGALS8', 'NPC1', 'CHMP3', 'CISD2', 'OGT', 'STAM', 'ATG3', 'FOXO1', 'PHB2', 'HMGB1', 'PSEN1', 'ULK2', 'BNIP3', 'BCL2', 'SNF8', 'STX17', 'CALCOCO2', 'MAPK3', 'PRKN', 'OPTN', 'VCP', 'VPS36', 'ARSB', 'ATG16L1', 'PEX5']"
HPA:0350000,"['TOLLIP', 'AMBRA1', 'ABL1', 'SQSTM1', 'LYN', 'BECN1', 'ATG4B', 'UBXN6', 'MARK2', 'ABI2', 'UBQLN2', 'PIK3C3', 'LGALS8', 'TRAPPC4', 'NPC1', 'CHMP3', 'CLEC16A', 'CISD2', 'OGT', 'STAM', 'ATG3', 'FOXO1', 'STING1', 'PHB2', 'HMGB1', 'PSEN1', 'AP4M1', 'ULK2', 'BNIP3', 'BCL2', 'SNF8', 'STX17', 'CALCOCO2', 'MAPK3', 'PRKN', 'OPTN', 'VCP', 'VPS36', 'RB1CC1', 'MTOR', 'ARSB', 'UBA5', 'ATG16L1', 'PEX5']"
WP:WP2059,"['MAPK3', 'AMBRA1', 'ATG2A', 'BECN1', 'PSEN1', 'RB1CC1', 'ULK2', 'MTOR', 'PIK3C3']"
GO:1903828,"['PRKN', 'MTOR', 'FOXO1', 'VCP']"
GO:0018193,"['TOLLIP', 'MAPK3', 'ABL1', 'TP53', 'LYN', 'SRC', 'MARK2', 'ABI2', 'VPS25', 'MTOR', 'EPM2A', 'BCL2', 'S100A9']"
HPA:0430000,"['TOLLIP', 'ABL1', 'SQSTM1', 'LYN', 'BECN1', 'ATG4B', 'UBXN6', 'SRC', 'MARK2', 'ABI2', 'PIK3C3', 'LGALS8', 'TRAPPC4', 'NPC1', 'CHMP3', 'CLEC16A', 'CISD2', 'OGT', 'STAM', 'ATG3', 'FOXO1', 'STING1', 'PHB2', 'HMGB1', 'PSEN1', 'ULK2', 'BNIP3', 'BCL2', 'SNF8', 'STX17', 'CALCOCO2', 'MAPK3', 'PRKN', 'OPTN', 'VCP', 'VPS36', 'RB1CC1', 'MTOR', 'ARSB', 'UBA5', 'ATG16L1', 'PEX5']"
GO:0009628,"['FOXO1', 'MAPK3', 'PHB2', 'TP53', 'LYN', 'BECN1', 'VCP', 'SRC', 'INHBA', 'BNIP3', 'MCOLN1', 'MTOR', 'ARSB', 'BCL2']"
GO:0043467,"['PHB2', 'TP53', 'VCP', 'PSEN1', 'OGT', 'MTOR', 'BNIP3']"
GO:0032555,"['MAPK3', 'STING1', 'UBA5', 'ABL1', 'LYN', 'VCP', 'SRC', 'MARK2', 'ULK2', 'MTOR', 'PIP4K2B', 'NOD1', 'PIK3C3']"
GO:0005829,"['TOLLIP', 'AMBRA1', 'ABL1', 'SQSTM1', 'LYN', 'BECN1', 'ATG4B', 'UBXN6', 'SRC', 'ABI2', 'VPS25', 'UBQLN2', 'NOD1', 'PIK3C3', 'LGALS8', 'S100A9', 'TRAPPC4', 'CHMP3', 'CLEC16A', 'OGT', 'EPM2A', 'PIP4K2B', 'STAM', 'ATG3', 'FOXO1', 'STING1', 'TP53', 'AP4M1', 'MAP1LC3C', 'ULK2', 'BCL2', 'SNF8', 'STX17', 'CALCOCO2', 'MAPK3', 'PRKN', 'OPTN', 'VCP', 'VPS36', 'RB1CC1', 'MTOR', 'UBA5', 'ATG16L1', 'PEX5']"
GO:0071248,"['PRKN', 'MAPK3', 'BECN1', 'MCOLN1', 'BNIP3']"
GO:0007154,"['TOLLIP', 'AMBRA1', 'ABL1', 'SQSTM1', 'LYN', 'BECN1', 'SRC', 'MARK2', 'ABI2', 'VPS25', 'UBQLN2', 'NOD1', 'PIK3C3', 'S100A9', 'NPC1', 'CLEC16A', 'OGT', 'EPM2A', 'PIP4K2B', 'STAM', 'FOXO1', 'STING1', 'PHB2', 'HMGB1', 'TP53', 'PSEN1', 'ULK2', 'MCOLN1', 'INHBA', 'BNIP3', 'BCL2', 'DAP', 'MAPK3', 'PRKN', 'OPTN', 'VCP', 'RB1CC1', 'MTOR', 'UBA5']"
GO:0071396,"['MAPK3', 'ABL1', 'HMGB1', 'PHB2', 'LYN', 'SRC', 'INHBA', 'UBA5', 'NPC1']"
GO:0000045,"['ATG9A', 'AMBRA1', 'BECN1', 'ATG2A', 'ATG4B', 'UBQLN2', 'PIK3C3', 'EPM2A', 'PIP4K2B', 'ATG3', 'STING1', 'PSEN1', 'AP4M1', 'MAP1LC3C', 'ULK2', 'STX17', 'RB1CC1', 'MTOR', 'ATG16L1']"
GO:0006886,"['PHB2', 'SQSTM1', 'TP53', 'BECN1', 'AP4M1', 'PSEN1', 'STX17', 'VCP', 'VPS36', 'MAP1LC3C', 'PEX5', 'VPS25', 'SNF8', 'EPM2A', 'PIK3C3', 'STAM']"
HPA:0630221,"['TOLLIP', 'ABL1', 'SQSTM1', 'BECN1', 'UBXN6', 'SRC', 'MARK2', 'ABI2', 'PIK3C3', 'S100A9', 'NPC1', 'CHMP3', 'CLEC16A', 'CISD2', 'OGT', 'STAM', 'ATG3', 'FOXO1', 'STING1', 'PHB2', 'HMGB1', 'PSEN1', 'ULK2', 'BNIP3', 'BCL2', 'SNF8', 'CALCOCO2', 'MAPK3', 'OPTN', 'VCP', 'VPS36', 'MTOR', 'ATG16L1', 'PEX5']"
GO:0000775,"['PSEN1', 'CHMP3']"
GO:0030666,"['PIK3C3', 'LYN', 'MCOLN1']"
REAC:R-HSA-162906,['CHMP3']
HPA:0080000,"['TOLLIP', 'AMBRA1', 'ABL1', 'SQSTM1', 'LYN', 'BECN1', 'UBXN6', 'MARK2', 'ABI2', 'UBQLN2', 'PIK3C3', 'LGALS8', 'TRAPPC4', 'NPC1', 'CHMP3', 'CLEC16A', 'CISD2', 'OGT', 'STAM', 'ATG3', 'FOXO1', 'STING1', 'PHB2', 'HMGB1', 'PSEN1', 'AP4M1', 'ULK2', 'BNIP3', 'SNF8', 'STX17', 'CALCOCO2', 'MAPK3', 'PRKN', 'OPTN', 'VCP', 'VPS36', 'MTOR', 'ARSB', 'UBA5', 'ATG16L1', 'PEX5']"
HP:0000712,"['OPTN', 'SQSTM1', 'TP53', 'VCP', 'UBQLN2', 'EPM2A']"
GO:0043207,"['TOLLIP', 'ABL1', 'SQSTM1', 'LYN', 'BECN1', 'SRC', 'NOD1', 'LGALS8', 'S100A9', 'CHMP3', 'STING1', 'HMGB1', 'PHB2', 'TP53', 'BNIP3', 'BCL2', 'CALCOCO2', 'MAPK3', 'OPTN', 'ATG16L1']"
GO:0036294,"['PHB2', 'TP53', 'BECN1', 'SRC', 'INHBA', 'MTOR', 'BNIP3', 'BCL2']"
GO:0051051,"['FOXO1', 'PRKN', 'HMGB1', 'INHBA', 'UBQLN2', 'BCL2', 'ATG3']"
GO:0042326,"['PRKN', 'ABL1', 'LYN', 'PSEN1', 'INHBA', 'VPS25', 'EPM2A']"
GO:0036211,"['TOLLIP', 'AMBRA1', 'ABL1', 'SQSTM1', 'LYN', 'ATG4B', 'SRC', 'MARK2', 'ABI2', 'VPS25', 'PIK3C3', 'S100A9', 'NPC1', 'OGT', 'EPM2A', 'ATG3', 'FOXO1', 'PHB2', 'TP53', 'PSEN1', 'ULK2', 'INHBA', 'BCL2', 'MAPK3', 'PRKN', 'VCP', 'RB1CC1', 'MTOR', 'UBA5', 'ATG16L1']"
GO:0051246,"['TOLLIP', 'ABL1', 'SQSTM1', 'LYN', 'SRC', 'MARK2', 'VPS25', 'UBQLN2', 'OGT', 'EPM2A', 'FOXO1', 'PHB2', 'TP53', 'PSEN1', 'INHBA', 'BCL2', 'DAP', 'SNF8', 'PRKN', 'VCP', 'RB1CC1', 'MTOR']"
REAC:R-HSA-162587,['CHMP3']
HPA:0480000,"['TOLLIP', 'AMBRA1', 'ABL1', 'SQSTM1', 'LYN', 'BECN1', 'ATG4B', 'UBXN6', 'SRC', 'MARK2', 'ABI2', 'UBQLN2', 'PIK3C3', 'LGALS8', 'TRAPPC4', 'NPC1', 'CHMP3', 'CLEC16A', 'CISD2', 'OGT', 'STAM', 'ATG3', 'FOXO1', 'PHB2', 'HMGB1', 'TP53', 'PSEN1', 'AP4M1', 'ULK2', 'BNIP3', 'BCL2', 'SNF8', 'STX17', 'CALCOCO2', 'MAPK3', 'PRKN', 'OPTN', 'VCP', 'VPS36', 'RB1CC1', 'MTOR', 'ARSB', 'UBA5', 'ATG16L1', 'PEX5']"
GO:0032434,"['PRKN', 'PSEN1', 'VCP', 'OGT', 'UBQLN2']"
GO:0001933,"['PRKN', 'ABL1', 'LYN', 'PSEN1', 'VPS25', 'EPM2A']"
GO:0098657,"['PRKN', 'MAPK3', 'ABL1', 'HMGB1', 'LYN', 'BECN1', 'ATG3', 'PSEN1', 'SRC', 'UBQLN2', 'PIK3C3', 'NPC1']"
GO:0042176,"['FOXO1', 'PRKN', 'PSEN1', 'VCP', 'OGT', 'UBQLN2', 'EPM2A', 'SNF8']"
GO:1903052,"['PRKN', 'PSEN1', 'VCP']"
GO:0043226,"['ATG9A', 'TOLLIP', 'AMBRA1', 'ABL1', 'SQSTM1', 'LYN', 'BECN1', 'ATG4B', 'ATG2A', 'SRC', 'UBXN6', 'MARK2', 'ABI2', 'VPS25', 'UBQLN2', 'NOD1', 'PIK3C3', 'S100A9', 'LGALS8', 'TRAPPC4', 'CHMP3', 'NPC1', 'CLEC16A', 'CISD2', 'OGT', 'EPM2A', 'PIP4K2B', 'STAM', 'FOXO1', 'STING1', 'HMGB1', 'PHB2', 'TP53', 'PSEN1', 'AP4M1', 'MAP1LC3C', 'ULK2', 'MCOLN1', 'BNIP3', 'SNF8', 'BCL2', 'STX17', 'CALCOCO2', 'MAPK3', 'PRKN', 'OPTN', 'VCP', 'VPS36', 'RB1CC1', 'MTOR', 'ARSB', 'UBA5', 'ATG16L1', 'PEX5']"
GO:0051049,"['FOXO1', 'PRKN', 'MAPK3', 'ABL1', 'HMGB1', 'PHB2', 'LYN', 'PSEN1', 'SRC', 'INHBA', 'SNF8', 'UBQLN2', 'EPM2A', 'BCL2', 'STAM', 'ATG3', 'CHMP3']"
GO:0031349,"['MAPK3', 'STING1', 'HMGB1', 'SQSTM1', 'PHB2', 'OPTN', 'LYN', 'BECN1', 'SRC', 'NOD1', 'S100A9']"
HPA:0050000,"['TOLLIP', 'AMBRA1', 'ABL1', 'SQSTM1', 'BECN1', 'ATG4B', 'UBXN6', 'MARK2', 'ABI2', 'UBQLN2', 'PIK3C3', 'LGALS8', 'TRAPPC4', 'NPC1', 'CHMP3', 'CLEC16A', 'CISD2', 'OGT', 'STAM', 'ATG3', 'FOXO1', 'PHB2', 'HMGB1', 'PSEN1', 'ULK2', 'BNIP3', 'BCL2', 'SNF8', 'STX17', 'CALCOCO2', 'MAPK3', 'PRKN', 'OPTN', 'VCP', 'VPS36', 'RB1CC1', 'MTOR', 'ARSB', 'UBA5', 'ATG16L1', 'PEX5']"
GO:0051174,"['PRKN', 'ABL1', 'PHB2', 'SQSTM1', 'TP53', 'LYN', 'PSEN1', 'VCP', 'SRC', 'OGT', 'MARK2', 'RB1CC1', 'INHBA', 'VPS25', 'MTOR', 'EPM2A', 'BCL2']"
HPA:0500000,"['TOLLIP', 'AMBRA1', 'SQSTM1', 'BECN1', 'UBXN6', 'MARK2', 'ABI2', 'UBQLN2', 'PIK3C3', 'NPC1', 'CHMP3', 'CLEC16A', 'CISD2', 'ATG3', 'FOXO1', 'PHB2', 'HMGB1', 'PSEN1', 'ULK2', 'BNIP3', 'BCL2', 'SNF8', 'STX17', 'MAPK3', 'PRKN', 'OPTN', 'VCP', 'VPS36', 'MTOR', 'ARSB', 'UBA5', 'ATG16L1', 'PEX5']"
GO:0006793,"['TOLLIP', 'ABL1', 'SQSTM1', 'LYN', 'BECN1', 'SRC', 'MARK2', 'ABI2', 'VPS25', 'PIK3C3', 'OGT', 'EPM2A', 'PIP4K2B', 'PHB2', 'TP53', 'PSEN1', 'ULK2', 'INHBA', 'BCL2', 'PRKN', 'MAPK3', 'VCP', 'RB1CC1', 'MTOR']"
GO:0044089,"['AMBRA1', 'ABL1', 'TP53', 'BECN1', 'ATG2A', 'VCP', 'SRC', 'ABI2', 'MTOR', 'SNF8', 'PIP4K2B', 'STAM']"
HPA:0420052,"['TOLLIP', 'AMBRA1', 'ABL1', 'SQSTM1', 'MARK2', 'PIK3C3', 'LGALS8', 'NPC1', 'TRAPPC4', 'CHMP3', 'CLEC16A', 'CISD2', 'OGT', 'STAM', 'ATG3', 'PHB2', 'HMGB1', 'PSEN1', 'ULK2', 'BNIP3', 'SNF8', 'STX17', 'MAPK3', 'OPTN', 'VCP', 'VPS36', 'MTOR', 'ARSB', 'UBA5', 'ATG16L1', 'PEX5']"
GO:0019058,"['PRKN', 'HMGB1', 'VCP', 'BCL2', 'PIK3C3', 'ATG16L1', 'NPC1', 'CHMP3']"
GO:0008285,"['AMBRA1', 'PHB2', 'TP53', 'LYN', 'BECN1', 'RB1CC1', 'INHBA', 'BCL2']"
WP:WP5124,"['MAPK3', 'AMBRA1', 'ATG2A', 'BECN1', 'PSEN1', 'RB1CC1', 'ULK2', 'MTOR', 'PIK3C3']"
GO:0006468,"['PRKN', 'MAPK3', 'ABL1', 'PHB2', 'SQSTM1', 'TP53', 'LYN', 'PSEN1', 'SRC', 'RB1CC1', 'MARK2', 'ABI2', 'ULK2', 'VPS25', 'INHBA', 'MTOR', 'EPM2A', 'BCL2']"
GO:0070062,"['TOLLIP', 'SQSTM1', 'LYN', 'AP4M1', 'VCP', 'UBXN6', 'SRC', 'VPS36', 'VPS25', 'ARSB', 'SNF8', 'S100A9', 'NPC1', 'CHMP3']"
HPA:0310000,"['TOLLIP', 'ABL1', 'SQSTM1', 'LYN', 'BECN1', 'ATG4B', 'UBXN6', 'MARK2', 'UBQLN2', 'PIK3C3', 'LGALS8', 'S100A9', 'TRAPPC4', 'NPC1', 'CHMP3', 'CISD2', 'OGT', 'STAM', 'ATG3', 'FOXO1', 'STING1', 'PHB2', 'HMGB1', 'PSEN1', 'ULK2', 'BNIP3', 'BCL2', 'SNF8', 'STX17', 'CALCOCO2', 'MAPK3', 'OPTN', 'VCP', 'VPS36', 'ARSB', 'UBA5', 'PEX5']"
GO:0034599,"['FOXO1', 'PRKN', 'MAPK3', 'ABL1', 'TP53', 'BECN1', 'SRC', 'BNIP3', 'PEX5']"
GO:2001242,"['PRKN', 'TP53', 'BECN1', 'SRC', 'BCL2', 'S100A9']"
GO:0070482,"['FOXO1', 'PHB2', 'TP53', 'BECN1', 'SRC', 'INHBA', 'BNIP3', 'MTOR', 'BCL2']"
HPA:0630051,"['TOLLIP', 'AMBRA1', 'ABL1', 'SQSTM1', 'LYN', 'BECN1', 'UBXN6', 'MARK2', 'PIK3C3', 'LGALS8', 'NPC1', 'CHMP3', 'CISD2', 'OGT', 'STAM', 'ATG3', 'STING1', 'PHB2', 'HMGB1', 'PSEN1', 'ULK2', 'BNIP3', 'SNF8', 'STX17', 'MAPK3', 'PRKN', 'OPTN', 'VPS36', 'MTOR', 'ARSB', 'UBA5', 'ATG16L1', 'PEX5']"
GO:0051402,"['PRKN', 'ABL1', 'AMBRA1', 'TP53', 'PSEN1', 'BNIP3', 'BCL2']"
HPA:0020000,"['TOLLIP', 'AMBRA1', 'ABL1', 'SQSTM1', 'BECN1', 'ATG4B', 'UBXN6', 'SRC', 'MARK2', 'ABI2', 'UBQLN2', 'PIK3C3', 'LGALS8', 'TRAPPC4', 'NPC1', 'CHMP3', 'CLEC16A', 'CISD2', 'OGT', 'STAM', 'ATG3', 'FOXO1', 'PHB2', 'HMGB1', 'PSEN1', 'AP4M1', 'ULK2', 'BNIP3', 'SNF8', 'STX17', 'CALCOCO2', 'MAPK3', 'PRKN', 'OPTN', 'VCP', 'VPS36', 'RB1CC1', 'MTOR', 'ARSB', 'UBA5', 'ATG16L1', 'PEX5']"
GO:0080135,"['FOXO1', 'PRKN', 'MAPK3', 'ABL1', 'HMGB1', 'TP53', 'MTOR', 'NOD1', 'BCL2']"
GO:0007165,"['TOLLIP', 'AMBRA1', 'ABL1', 'SQSTM1', 'LYN', 'BECN1', 'SRC', 'MARK2', 'ABI2', 'VPS25', 'UBQLN2', 'NOD1', 'PIK3C3', 'S100A9', 'NPC1', 'CLEC16A', 'OGT', 'EPM2A', 'PIP4K2B', 'STAM', 'FOXO1', 'STING1', 'PHB2', 'HMGB1', 'TP53', 'PSEN1', 'ULK2', 'MCOLN1', 'INHBA', 'BNIP3', 'BCL2', 'DAP', 'MAPK3', 'PRKN', 'OPTN', 'VCP', 'RB1CC1', 'MTOR', 'UBA5']"
GO:0140014,"['BECN1', 'PHB2', 'CHMP3']"
REAC:R-HSA-168249,"['TOLLIP', 'STING1', 'MAPK3', 'ABL1', 'HMGB1', 'TP53', 'LYN', 'PSEN1', 'VCP', 'ABI2', 'BCL2', 'ARSB', 'NOD1', 'PIK3C3', 'S100A9']"
GO:0055074,"['ABL1', 'LYN', 'PSEN1', 'MCOLN1', 'BNIP3', 'BCL2']"
GO:0051046,"['FOXO1', 'PRKN', 'LYN', 'INHBA', 'SNF8', 'STAM']"
GO:0043933,"['AMBRA1', 'ABL1', 'BECN1', 'SRC', 'PIK3C3', 'TRAPPC4', 'CHMP3', 'CLEC16A', 'STING1', 'HMGB1', 'TP53', 'MAP1LC3C', 'MCOLN1', 'BNIP3', 'STX17', 'CALCOCO2', 'PRKN', 'VCP', 'MTOR', 'PEX5']"
GO:0036293,"['PHB2', 'TP53', 'BECN1', 'SRC', 'INHBA', 'BNIP3', 'MTOR', 'BCL2']"
GO:0019904,"['PRKN', 'ABL1', 'SQSTM1', 'TP53', 'LYN', 'AP4M1', 'PSEN1', 'VCP', 'SRC', 'ABI2', 'NOD1', 'BCL2', 'DAP']"
GO:0051338,"['PRKN', 'ABL1', 'PHB2', 'LYN', 'SRC', 'MARK2', 'VPS25']"
GO:0071453,"['FOXO1', 'PHB2', 'TP53', 'BECN1', 'SRC', 'INHBA', 'BNIP3', 'MTOR', 'BCL2']"
GO:0120025,"['PRKN', 'MAPK3', 'AMBRA1', 'ABL1', 'PHB2', 'SQSTM1', 'BECN1', 'PSEN1', 'SRC', 'MARK2', 'ABI2', 'BNIP3', 'MTOR', 'EPM2A', 'PIK3C3', 'ATG16L1', 'TRAPPC4']"
GO:0099080,"['SQSTM1', 'PSEN1', 'VCP', 'SRC', 'MARK2', 'MAP1LC3C', 'CHMP3']"
GO:0002218,"['STING1', 'HMGB1', 'SQSTM1', 'PHB2', 'LYN', 'BECN1', 'SRC', 'NOD1', 'S100A9']"
GO:0051170,"['PHB2', 'SQSTM1', 'TP53', 'PSEN1', 'EPM2A']"
GO:0022607,"['ATG9A', 'AMBRA1', 'ABL1', 'SQSTM1', 'BECN1', 'ATG2A', 'ATG4B', 'SRC', 'ABI2', 'VPS25', 'UBQLN2', 'PIK3C3', 'TRAPPC4', 'CHMP3', 'OGT', 'EPM2A', 'PIP4K2B', 'STAM', 'ATG3', 'STING1', 'HMGB1', 'TP53', 'PSEN1', 'AP4M1', 'MAP1LC3C', 'ULK2', 'MCOLN1', 'BCL2', 'SNF8', 'STX17', 'PRKN', 'VCP', 'VPS36', 'RB1CC1', 'MTOR', 'ATG16L1', 'PEX5']"
GO:0038202,"['MAPK3', 'CLEC16A', 'SRC', 'OGT', 'MTOR', 'NPC1']"
HPA:0490691,"['AMBRA1', 'ABL1', 'SQSTM1', 'BECN1', 'UBXN6', 'SRC', 'UBQLN2', 'PIK3C3', 'NPC1', 'CHMP3', 'CISD2', 'OGT', 'STAM', 'ATG3', 'FOXO1', 'PHB2', 'HMGB1', 'PSEN1', 'ULK2', 'BNIP3', 'BCL2', 'STX17', 'CALCOCO2', 'MAPK3', 'PRKN', 'OPTN', 'VCP', 'VPS36', 'RB1CC1', 'ARSB', 'UBA5', 'ATG16L1', 'PEX5']"
HPA:0300000,"['TOLLIP', 'AMBRA1', 'ABL1', 'SQSTM1', 'LYN', 'BECN1', 'ATG4B', 'UBXN6', 'UBQLN2', 'PIK3C3', 'LGALS8', 'S100A9', 'TRAPPC4', 'NPC1', 'CHMP3', 'CLEC16A', 'CISD2', 'OGT', 'STAM', 'ATG3', 'FOXO1', 'STING1', 'PHB2', 'HMGB1', 'PSEN1', 'AP4M1', 'ULK2', 'BNIP3', 'SNF8', 'STX17', 'CALCOCO2', 'MAPK3', 'PRKN', 'OPTN', 'VCP', 'VPS36', 'RB1CC1', 'MTOR', 'ARSB', 'ATG16L1', 'PEX5']"
HPA:0020051,"['TOLLIP', 'AMBRA1', 'ABL1', 'SQSTM1', 'BECN1', 'ATG4B', 'UBXN6', 'SRC', 'MARK2', 'ABI2', 'UBQLN2', 'PIK3C3', 'LGALS8', 'TRAPPC4', 'NPC1', 'CHMP3', 'CLEC16A', 'CISD2', 'OGT', 'STAM', 'ATG3', 'FOXO1', 'PHB2', 'HMGB1', 'PSEN1', 'AP4M1', 'ULK2', 'BNIP3', 'SNF8', 'STX17', 'CALCOCO2', 'MAPK3', 'PRKN', 'OPTN', 'VCP', 'VPS36', 'RB1CC1', 'MTOR', 'ARSB', 'UBA5', 'ATG16L1', 'PEX5']"
GO:0009617,"['MAPK3', 'ABL1', 'HMGB1', 'OPTN', 'LYN', 'SRC', 'BNIP3', 'NOD1', 'S100A9']"
GO:0051248,"['PRKN', 'ABL1', 'SQSTM1', 'TP53', 'LYN', 'PSEN1', 'OGT', 'VPS25', 'EPM2A']"
GO:0048878,"['FOXO1', 'MAPK3', 'ABL1', 'LYN', 'PSEN1', 'OGT', 'MCOLN1', 'BNIP3', 'BCL2', 'S100A9', 'NPC1']"
GO:0010256,"['ATG9A', 'PRKN', 'MAPK3', 'OPTN', 'SQSTM1', 'PEX5', 'VPS36', 'VPS25', 'STX17', 'SNF8', 'S100A9', 'STAM', 'CHMP3']"
GO:0043523,"['PRKN', 'ABL1', 'AMBRA1', 'TP53', 'PSEN1', 'BCL2']"
GO:2000058,"['PRKN', 'PSEN1', 'VCP', 'OGT', 'UBQLN2']"
GO:0120035,"['ABL1', 'LYN', 'PSEN1', 'SRC', 'MARK2', 'ABI2', 'ULK2', 'MTOR', 'ARSB', 'S100A9', 'ATG3']"
GO:0001819,"['STING1', 'ABL1', 'HMGB1', 'PSEN1', 'SRC', 'NOD1']"
HPA:0050051,"['TOLLIP', 'AMBRA1', 'ABL1', 'SQSTM1', 'BECN1', 'ATG4B', 'UBXN6', 'MARK2', 'ABI2', 'UBQLN2', 'PIK3C3', 'LGALS8', 'TRAPPC4', 'NPC1', 'CHMP3', 'CLEC16A', 'CISD2', 'OGT', 'STAM', 'ATG3', 'FOXO1', 'PHB2', 'HMGB1', 'PSEN1', 'ULK2', 'BNIP3', 'BCL2', 'SNF8', 'STX17', 'CALCOCO2', 'MAPK3', 'PRKN', 'OPTN', 'VCP', 'VPS36', 'RB1CC1', 'MTOR', 'ARSB', 'UBA5', 'ATG16L1', 'PEX5']"
GO:0034774,"['TOLLIP', 'HMGB1', 'VCP', 'ARSB', 'S100A9']"
GO:0032436,"['PRKN', 'PSEN1', 'VCP']"
